GEOID,NAME,med_age,population,college_total,college_grad,med_income,labor_force,unemployed,housing_units,vacant_units,med_home_value,unemployment_rate,vacancy_rate,college_share,log_income,log_population,age_squared
13820,"Birmingham, AL Metro Area",39,1181432,808313,164788,69627,572449,25868,522829,62082,226200,0.04518830498437416,0.11874245690273492,0.20386657148901477,11.150907702131205,13.982237819995973,1521
13900,"Bismarck, ND Metro Area",38,134286,91124,23471,83982,71558,1856,59633,5016,295500,0.025937002152100395,0.08411450036053862,0.25757209955664806,11.3383577691487,11.807727132848184,1444
13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",34.9,181605,112841,20237,64627,88837,3283,81987,11952,228400,0.03695532266960838,0.14577920889897178,0.17934084242429613,11.076387559107486,12.10958927780995,1218.01
14010,"Bloomington, IL Metro Area",34.2,170882,105692,33000,78329,88961,2691,75120,6048,198300,0.03024921032812131,0.08051118210862619,0.3122279831964576,11.26867318377909,12.048728538805324,1169.64
14020,"Bloomington, IN Metro Area",33.2,161256,98744,21494,62949,84614,4575,74718,7856,242800,0.05406906658472593,0.10514200058888086,0.21767398525480028,11.050080153722805,11.990748443268096,1102.2400000000002
14260,"Boise City, ID Metro Area",37.4,790640,531687,129077,82694,406219,12839,308834,14092,434400,0.03160610409655875,0.04562969103142789,0.24276877185261253,11.322902326989235,13.580598023050065,1398.76
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",39.3,4917661,3479921,956390,112484,2809193,135677,2046121,120647,610900,0.04829750038534198,0.05896376607248545,0.27483095162217763,11.63056626828985,15.408343568922925,1544.4899999999998
14500,"Boulder, CO Metro Area",37.5,328317,219110,75524,102772,186019,8593,142809,7579,713900,0.04619420596820755,0.053070884888207326,0.3446853178768655,11.540268221361936,12.70173488405584,1406.25
14540,"Bowling Green, KY Metro Area",35.6,183194,116859,19870,62437,92480,4594,79695,8119,219400,0.04967560553633218,0.10187590187590187,0.17003397256522818,11.041913327350837,12.118300979594135,1267.3600000000001
14580,"Bozeman, MT Metro Area",33.8,122194,79165,26317,87454,72044,1689,55589,5558,604900,0.023444006440508577,0.09998380974653259,0.33243226173182594,11.378868219823786,11.713365224677862,1142.4399999999998
14740,"Bremerton-Silverdale-Port Orchard, WA Metro Area",39.9,276581,196424,45717,98546,127276,6125,115329,8065,505700,0.04812376253182061,0.069930373106504,0.23274650755508491,11.49827872322339,12.53025900460254,1592.01
14860,"Bridgeport-Stamford-Danbury, CT Metro Area",41,947528,653985,181451,111656,517289,31665,375786,25172,530800,0.0612133642895944,0.06698493291394571,0.27745437586488986,11.623177995188481,13.761611766953271,1681
15180,"Brownsville-Harlingen, TX Metro Area",32.4,423192,254070,35367,51334,182627,10484,157565,22130,120000,0.057406626621474374,0.14044997302700474,0.13920179478096587,10.846108579656313,12.955581255755868,1049.76
15260,"Brunswick-St. Simons, GA Metro Area",43.6,114345,82013,12781,64819,50852,2129,57961,11724,221400,0.041866593251002913,0.2022739428236228,0.15584114713521027,11.079354049239294,11.646975473090484,1900.96
15380,"Buffalo-Cheektowaga, NY Metro Area",40.7,1161385,824795,162113,70572,594953,29977,540322,40118,209600,0.050385492635552726,0.07424831859520804,0.19654944561982068,11.164388744247956,13.965123816389807,1656.4900000000002
15500,"Burlington, NC Metro Area",38.7,174286,117453,22130,64445,88133,4305,75456,7015,221200,0.04884662952583028,0.09296808736217133,0.18841579184865437,11.07356742583888,12.068452906997045,1497.6900000000003
15540,"Burlington-South Burlington, VT Metro Area",38.3,226603,155079,44081,90911,129923,4569,102176,9050,370400,0.035166983521008596,0.08857265894143439,0.2842486732568562,11.417636284945406,12.330954866676402,1466.8899999999999
15940,"Canton-Massillon, OH Metro Area",42.1,400495,281389,44111,65666,199016,7715,180916,14074,177400,0.03876572737870322,0.07779300891021247,0.15676163602699467,11.092336566716217,12.900456561018114,1772.41
15980,"Cape Coral-Fort Myers, FL Metro Area",49.3,792692,599971,112874,73099,357140,14873,430243,110655,326300,0.041644733157865266,0.25719186599200916,0.18813242640060937,11.199569965753739,13.583190026683997,2430.49
16020,"Cape Girardeau, MO-IL Metro Area",38.1,97813,64150,12379,67267,50276,1691,43903,5646,195200,0.03363433845174636,0.12860169008951552,0.19296960249415432,11.116425053622645,11.49081277152463,1451.6100000000001
16180,"Carson City, NV Metro Area",42.1,58364,42169,6595,71809,28396,1176,24902,1250,426700,0.04141428370192985,0.05019677134366717,0.15639450781379685,11.181765095370302,10.974454540383913,1772.41
16220,"Casper, WY Metro Area",38.2,79735,54406,9214,71247,41805,1568,37101,3816,260400,0.03750747518239445,0.1028543705021428,0.16935632099400802,11.173907991981288,11.286463915182072,1459.2400000000002
16300,"Cedar Rapids, IA Metro Area",39.3,275960,189591,42034,77084,148792,5221,121966,8695,202100,0.03508925211032851,0.07129035960841545,0.221708836389913,11.252651015317811,12.528011206660045,1544.4899999999998
16540,"Chambersburg, PA Metro Area",42.2,156626,110515,15824,74946,77876,2782,66787,3759,236300,0.03572345780471519,0.05628340844775181,0.14318418314255985,11.224523133193964,11.961616076854764,1780.8400000000001
16580,"Champaign-Urbana, IL Metro Area",32.3,236196,141728,28948,64558,119757,5347,107994,11638,194400,0.04464874704610169,0.10776524621738244,0.2042503951230526,11.075319323529648,12.372417247800987,1043.2899999999997
16620,"Charleston, WV Metro Area",43.9,207456,149983,23636,58089,91740,5461,104500,16840,128900,0.05952692391541312,0.16114832535885168,0.15759119366861576,10.969731596171508,12.242674547974723,1927.2099999999998
16700,"Charleston-North Charleston, SC Metro Area",38.1,817756,570635,142278,82272,421330,16085,370246,42826,345400,0.03817672608169369,0.11566904166419084,0.2493327608716605,11.317786110065615,13.61431928257946,1451.6100000000001
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",37.9,2712818,1848090,469692,80201,1450468,64865,1139944,90139,319400,0.044720048977295604,0.07907318254230032,0.2541499602292096,11.2922912626048,14.813498504982405,1436.4099999999999
16820,"Charlottesville, VA Metro Area",39.3,222937,153164,40896,90552,115180,4214,99882,10486,397600,0.036586212884181284,0.10498388097955588,0.2670079130866261,11.413679550312256,12.314644499317684,1544.4899999999998
16860,"Chattanooga, TN-GA Metro Area",40.4,569333,401795,79058,68666,286185,12634,251533,24069,246000,0.04414626902178661,0.09568923361944556,0.19676203038863102,11.137009450318613,13.252220779182277,1632.1599999999999
16940,"Cheyenne, WY Metro Area",38.2,100661,68915,13646,77884,50286,1674,45032,2529,324900,0.03328958358191147,0.05616006395452123,0.1980120438220997,11.262975819235512,11.51951371471375,1459.2400000000002
16980,"Chicago-Naperville-Elgin, IL-IN Metro Area",38.4,9359555,6448476,1571320,88850,5014970,303952,3886535,270907,301900,0.060608936843091786,0.06970399082987802,0.24367307872433736,11.394704833582797,16.05190830458854,1474.56
17020,"Chico, CA Metro Area",36.3,209470,136246,28185,68574,101141,7192,91176,8831,408700,0.07110865030007613,0.09685662893743968,0.20686845852355298,11.135668733125653,12.252335809999812,1317.6899999999998
17140,"Cincinnati, OH-KY-IN Metro Area",38.2,2255257,1523760,345663,79490,1174743,50518,961797,62524,240200,0.04300344841382328,0.06500748078856557,0.22684871633328083,11.283386506567158,14.628774493382819,1459.2400000000002
17300,"Clarksville, TN-KY Metro Area",31.9,328626,204142,35608,66210,140185,8033,133856,12674,229400,0.05730284980561401,0.09468383934974899,0.17442760431464374,11.100586787918893,12.702675605009675,1017.6099999999999
17410,"Cleveland, OH Metro Area",41.6,2171978,1541948,308055,68507,1125405,65049,1016658,89264,201000,0.05780052514428139,0.08780140420869162,0.19978300176140829,11.134691208810318,14.591148831071221,1730.5600000000002
17420,"Cleveland, TN Metro Area",40.2,127445,88359,12543,63490,62679,3546,54267,5214,218500,0.05657397214378021,0.09608049090607551,0.14195497911927477,11.058637692164496,11.755440177963695,1616.0400000000002
17660,"Coeur d'Alene, ID Metro Area",40.8,177736,124748,23688,77034,85768,2804,78013,8909,467400,0.03269284581662158,0.1141989155653545,0.18988681181261424,11.252002161819139,12.088054582256964,1664.6399999999999
17780,"College Station-Bryan, TX Metro Area",28.4,273280,151102,33510,59691,138473,6531,117162,14518,261900,0.047164429166696754,0.12391389699731994,0.2217707244113248,10.996936534247357,12.518252189582341,806.56
17820,"Colorado Springs, CO Metro Area",35.4,760782,506237,126042,87180,378309,20415,310269,15842,431600,0.05396382322387255,0.05105891984052548,0.24897824536728844,11.375730225792383,13.542102130627438,1253.1599999999999
17860,"Columbia, MO Metro Area",33.1,212850,130980,35027,69463,113598,4304,92569,7847,242500,0.03788799098575679,0.08476919919195411,0.26742250725301575,11.148549515690757,12.268342971256299,1095.6100000000001
17900,"Columbia, SC Metro Area",37.5,839868,559923,116586,66146,420337,23074,373131,38753,213400,0.05489404929853903,0.10385896642198049,0.2082179156776914,11.099619699082902,13.641000015614122,1406.25
17980,"Columbus, GA-AL Metro Area",36.1,326136,217743,34819,57762,138538,8747,144950,18794,184900,0.06313791161991655,0.12965850293204553,0.15990869970561625,10.964086399006021,12.695069751268443,1303.21
18020,"Columbus, IN Metro Area",37.7,82881,56045,11362,80365,42894,1578,35517,2533,221100,0.03678836200867254,0.0713179604133232,0.20272994914800607,11.29433403700324,11.325161123057587,1421.2900000000002
18140,"Columbus, OH Metro Area",36.6,2151847,1454674,355537,79847,1152884,47218,915425,60133,274300,0.040956418859139344,0.06568861457792828,0.24441008775849435,11.287867582492789,14.58183710108205,1339.5600000000002
18580,"Corpus Christi, TX Metro Area",37.4,446797,298507,44872,65801,209811,11369,198858,31854,195400,0.05418686341516889,0.16018465437648977,0.15032143299822115,11.094390314766315,13.009859631741033,1398.76
18700,"Corvallis, OR Metro Area",33.8,96359,59446,17133,76011,50556,3400,40565,2279,481700,0.06725215602500198,0.05618143719955627,0.28821114961477645,11.238633345637208,11.475836078924855,1142.4399999999998
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",39.2,294127,206158,44534,79150,136438,5068,161369,44587,333800,0.03714507688473886,0.2763046186070435,0.21601878171111477,11.279100065309159,12.591766925836549,1536.6400000000003
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",35.5,7807555,5114705,1253820,87155,4190448,189453,3030663,204785,330300,0.04521067914456879,0.06757102323814954,0.24514023780452637,11.375443421648965,15.870602412623043,1260.25
19140,"Dalton, GA Metro Area",37.2,143400,94441,9753,65715,70269,3735,55617,4258,190800,0.05315288391751697,0.07655932538612295,0.10327082517127095,11.093082488916108,11.873393207147657,1383.8400000000001
19300,"Daphne-Fairhope-Foley, AL Metro Area",43.7,239945,171988,35348,75019,113171,3615,128518,33876,287000,0.03194281220454003,0.2635895360961111,0.2055259669279252,11.22549669376831,12.388165009394768,1909.6900000000003
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",40.2,381864,263087,48830,71925,192971,8607,174359,13818,170000,0.04460255686087547,0.07925028246319375,0.18560400171806285,11.18337918841975,12.852819803255802,1616.0400000000002
19430,"Dayton-Kettering-Beavercreek, OH Metro Area",39.1,813608,558510,103153,69752,408075,21064,371428,29239,186200,0.05161796238436562,0.07872050572385496,0.1846932015541351,11.15270137310765,13.609233956509836,1528.8100000000002
19460,"Decatur, AL Metro Area",40.8,156924,108473,15410,63987,72026,2592,68886,6989,185000,0.03598700469274984,0.10145748047498766,0.14206300185299567,11.066435216709133,11.963516890694503,1664.6399999999999
19500,"Decatur, IL Metro Area",40.9,102591,70727,11341,62449,47245,3361,49699,6365,121800,0.07113980315377288,0.12807098734380973,0.16034894736097954,11.04210550261527,11.538505488572998,1672.81
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",47.8,689939,517931,94056,67599,312252,12322,336371,48679,287200,0.039461716818467135,0.14471818319653001,0.18159947946734217,11.121348469022232,13.444358466868318,2284.8399999999997
19740,"Denver-Aurora-Centennial, CO Metro Area",37.2,2977085,2100262,636282,102339,1728362,74160,1268353,67147,570300,0.04290767790543879,0.05294030920414112,0.3029536314993082,11.536046110960942,14.906455191824099,1383.8400000000001
19780,"Des Moines-West Des Moines, IA Metro Area",36.7,720331,481410,127163,84209,398062,16059,308705,19254,252400,0.04034296164919033,0.06237022400025915,0.2641469848985272,11.34105708287931,13.487466107574575,1346.89
19820,"Detroit-Warren-Dearborn, MI Metro Area",40.2,4367620,3060702,624435,75123,2208079,142659,1914787,159415,237100,0.06460774274833464,0.08325469099173956,0.20401692160818008,11.226882049186957,15.28972879628548,1616.0400000000002
20020,"Dothan, AL Metro Area",41.4,151804,106181,14279,56772,67996,3045,71480,11665,163700,0.04478204600270604,0.16319250139899272,0.13447791977849144,10.946798525419148,11.930345494057633,1713.9599999999998
20100,"Dover, DE Metro Area",38.5,185043,124582,20394,72872,89005,4868,74997,4944,290600,0.054693556541767316,0.06592263690547621,0.1636994108298149,11.196459756424646,12.128343509484662,1482.25
20220,"Dubuque, IA Metro Area",38.8,98948,66561,14411,75919,53585,2022,43003,2418,226100,0.03773444060837921,0.056228635211496875,0.21650816544222592,11.237422261437313,11.502349738598044,1505.4399999999998
20260,"Duluth, MN-WI Metro Area",41.6,280710,195908,39451,71067,142633,6071,142751,23568,208900,0.04256378257485995,0.16509866831055475,0.20137513526757458,11.171378373026236,12.545077386938068,1730.5600000000002
20500,"Durham-Chapel Hill, NC Metro Area",37.6,594291,407395,107279,81017,314673,12176,264772,21350,359400,0.038694136452762075,0.08063541462088136,0.26332920138931504,11.302414288176784,13.295124377373348,1413.7600000000002
20580,"Eagle Pass, TX Metro Area",30.2,57770,33346,3794,51270,24275,1847,20258,1938,151500,0.076086508753862,0.09566590976404384,0.11377676482936484,10.844861064777746,10.96422488877531,912.04
20740,"Eau Claire, WI Metro Area",38.2,172886,115827,24425,72513,94215,2882,74835,5007,240700,0.03058960887332166,0.06690719583082783,0.21087483919984115,11.191521135113415,12.06038769673308,1459.2400000000002
20940,"El Centro, CA Metro Area",33,179319,110582,12731,56393,70148,8809,57511,8667,279500,0.12557735074414095,0.15070160491036497,0.11512723589734315,10.940100316308259,12.09692162163103,1089
21060,"Elizabethtown, KY Metro Area",37.8,126480,84893,11977,67630,58018,3542,53912,4461,201100,0.06105001895963322,0.08274595637334917,0.14108348155913916,11.121806950568986,11.747839471883353,1428.8399999999997
21140,"Elkhart-Goshen, IN Metro Area",35.5,206868,130799,16723,65617,101598,3492,80102,8342,194400,0.034370755329829326,0.10414221867119423,0.1278526594240017,11.09159008770103,12.239836187682979,1260.25
21300,"Elmira, NY Metro Area",41.9,82805,58452,8778,63469,39010,2475,39143,4227,132100,0.06344527044347603,0.10798865697570446,0.15017450215561487,11.05830687670137,11.32424372502359,1755.61
21340,"El Paso, TX Metro Area",33.3,869606,544907,93069,58800,397668,24736,321942,24754,167000,0.06220264139935826,0.07688962608171658,0.17079795267816342,10.981897133886719,13.675795514489344,1108.8899999999999
21420,"Enid, OK Metro Area",35.7,62322,40397,6251,67302,29590,1250,27782,3872,149800,0.042244001351808044,0.13937081563602333,0.1547392133079189,11.11694523287328,11.040069772455867,1274.4900000000002
21500,"Erie, PA Metro Area",40.1,269544,186451,34597,61476,129705,7185,120019,9913,169500,0.05539493465941945,0.08259525575117273,0.185555454248033,11.026402133727203,12.504486921310981,1608.0100000000002
21660,"Eugene-Springfield, OR Metro Area",40.2,382628,266887,52544,69311,195167,13241,168316,8807,395800,0.06784446140997197,0.05232419971957508,0.19687733010599992,11.146358902740426,12.854818516791951,1616.0400000000002
21780,"Evansville, IN Metro Area",39.9,269721,186207,34757,67671,138936,5337,122457,10292,190800,0.038413370184833304,0.08404582833157762,0.18665785926415226,11.122413006714247,12.505143370390215,1592.01
21820,"Fairbanks-College, AK Metro Area",32.4,95555,61207,12151,84722,42991,2118,42695,6519,282500,0.04926612546812124,0.1526876683452395,0.19852304474978352,11.347130587173226,11.467457276923081,1049.76
22020,"Fargo, ND-MN Metro Area",33,254914,159504,45246,75523,150075,4862,114738,7131,276600,0.03239713476595036,0.06215029022642891,0.28366686728859464,11.232192524606653,12.448681512355378,1089
22140,"Farmington, NM Metro Area",38,121178,80157,7897,53020,50099,3887,48085,7032,185100,0.07758637896964012,0.14624103150670686,0.09851915615604376,10.878424479843016,11.705015817989123,1444
22180,"Fayetteville, NC Metro Area",32.1,389851,244233,41582,58909,156376,11985,163767,16886,185900,0.07664219573336062,0.10310990614714809,0.1702554527848407,10.983749159324974,12.873519893823593,1030.41
22220,"Fayetteville-Springdale-Rogers, AR Metro Area",34.6,563436,360911,78933,77979,288718,10578,229369,19854,273400,0.036637826529693336,0.08655921244806404,0.2187048884628066,11.264194838653388,13.241809030146612,1197.16
22380,"Flagstaff, AZ Metro Area",32.4,144643,87596,20482,69748,73416,4867,69907,16265,413200,0.06629345101885148,0.2326662565980517,0.2338234622585506,11.152644025437384,11.882023916561351,1049.76
22420,"Flint, MI Metro Area",40.6,404087,280372,41695,60673,188955,15690,183729,17354,172900,0.08303564340716044,0.09445433219578836,0.14871313825916996,11.013254067546377,12.909385480294205,1648.3600000000001
22500,"Florence, SC Metro Area",39.9,199675,135807,18913,53874,90884,4867,91063,13467,158800,0.053551780291360415,0.14788662793889945,0.1392638081983992,10.894403265748863,12.20444632378559,1592.01
22520,"Florence-Muscle Shoals, AL Metro Area",41.3,152685,105909,15955,58049,72123,2660,72688,9694,175800,0.036881438653411536,0.13336451683909312,0.15064819798128581,10.969042760448804,11.93613225455455,1705.6899999999998
22540,"Fond du Lac, WI Metro Area",41.9,104053,72965,10972,73154,55003,1690,45908,2892,209800,0.030725596785629875,0.06299555633005141,0.15037346673062427,11.2003220871132,11.552655663698305,1755.61
22660,"Fort Collins-Loveland, CO Metro Area",36.6,363561,243809,75554,91364,204039,9240,161882,10311,532200,0.045285460132621705,0.06369454293868373,0.3098901189045523,11.422606806768524,12.803702374806544,1339.5600000000002
22900,"Fort Smith, AR-OK Metro Area",38.7,228916,154832,21392,56717,103687,5702,100960,10831,160100,0.05499242913769325,0.10728011093502378,0.1381626537149943,10.945829268410877,12.341110403017241,1497.6900000000003
23060,"Fort Wayne, IN Metro Area",36.8,451440,297539,59385,69378,232318,10340,191399,11927,194000,0.044507958918379116,0.06231485012983349,0.19958728099509643,11.147325093357017,13.020197752643021,1354.2399999999998
23420,"Fresno, CA Metro Area",33.4,1170942,731484,110576,71897,532788,46936,392371,25695,363300,0.08809507721645382,0.06548649110153401,0.15116666940083448,11.182989818221118,13.973319111037219,1115.56
23460,"Gadsden, AL Metro Area",41.8,103208,72570,7698,53070,46145,2911,47487,8327,160600,0.06308375772022971,0.1753532545749363,0.10607689127738736,10.879367075821941,11.544501648404973,1747.2399999999998
23540,"Gainesville, FL Metro Area",34.3,344521,217718,44226,58946,167348,7069,154596,16931,245800,0.042241317494084184,0.10951771067815468,0.20313432972928283,10.984377049549666,12.749910325488006,1176.4899999999998
23580,"Gainesville, GA Metro Area",38.2,208395,138951,23186,77430,103928,4083,79233,7970,313600,0.03928681394811793,0.10058940088094608,0.16686457816064657,11.257129581380768,12.247190596251071,1459.2400000000002
23900,"Gettysburg, PA Metro Area",43.8,105183,74009,10664,81071,54712,1685,43377,2966,256100,0.03079763123263635,0.06837725061668626,0.144090583577673,11.303080592924797,11.563456969269376,1918.4399999999998
24020,"Glens Falls, NY Metro Area",45.8,126443,94674,14913,74953,63410,2874,69288,14993,218600,0.04532408137517742,0.21638667590347535,0.15751948792699158,11.224616529414154,11.747546892716857,2097.64
24140,"Goldsboro, NC Metro Area",37.4,117606,78414,11536,58082,52760,2856,53134,6246,162700,0.054131918119787716,0.11755185003952272,0.14711658632387073,10.969611084167505,11.67509533355333,1398.76
24220,"Grand Forks, ND-MN Metro Area",33.1,103669,64037,14371,68653,56427,1666,48406,4913,232900,0.029524872844560228,0.10149568235342726,0.22441713384449616,11.13682011016847,11.548958410278544,1095.6100000000001
24260,"Grand Island, NE Metro Area",37,76619,49857,6780,67397,39718,1205,31854,1744,201600,0.030338889168638906,0.05474979594399448,0.1359889283350382,11.118355785524026,11.246600366746865,1369
